rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
7332,Germany,GDP at market prices current US,1998,2240000000000,federal parliamentary republic,Full democracy,Europe
7333,Germany,GDP per capita current US,1998,27340,federal parliamentary republic,Full democracy,Europe
7334,Germany,Labor force total,1998,40075066,federal parliamentary republic,Full democracy,Europe
7335,Germany,Population growth annual pct,1998,0,federal parliamentary republic,Full democracy,Europe
7336,Germany,Population total,1998,82047195,federal parliamentary republic,Full democracy,Europe
7337,Germany,GDP at market prices current US,1999,2200000000000,federal parliamentary republic,Full democracy,Europe
7338,Germany,GDP per capita current US,1999,26795,federal parliamentary republic,Full democracy,Europe
7339,Germany,Labor force total,1999,40291865,federal parliamentary republic,Full democracy,Europe
7340,Germany,Population growth annual pct,1999,0,federal parliamentary republic,Full democracy,Europe
7341,Germany,Population total,1999,82100243,federal parliamentary republic,Full democracy,Europe
7342,Germany,GDP at market prices current US,2000,1950000000000,federal parliamentary republic,Full democracy,Europe
7343,Germany,GDP per capita current US,2000,23718,federal parliamentary republic,Full democracy,Europe
7344,Germany,Labor force total,2000,40252431,federal parliamentary republic,Full democracy,Europe
7345,Germany,Population growth annual pct,2000,0,federal parliamentary republic,Full democracy,Europe
7346,Germany,Population total,2000,82211508,federal parliamentary republic,Full democracy,Europe
7347,Germany,GDP at market prices current US,2001,1950000000000,federal parliamentary republic,Full democracy,Europe
7348,Germany,GDP per capita current US,2001,23687,federal parliamentary republic,Full democracy,Europe
7349,Germany,Labor force total,2001,40335921,federal parliamentary republic,Full democracy,Europe
7350,Germany,Population growth annual pct,2001,0,federal parliamentary republic,Full democracy,Europe
7351,Germany,Population total,2001,82349925,federal parliamentary republic,Full democracy,Europe
7352,Germany,GDP at market prices current US,2002,2080000000000,federal parliamentary republic,Full democracy,Europe
7353,Germany,GDP per capita current US,2002,25205,federal parliamentary republic,Full democracy,Europe
7354,Germany,Labor force total,2002,40453886,federal parliamentary republic,Full democracy,Europe
7355,Germany,Population growth annual pct,2002,0,federal parliamentary republic,Full democracy,Europe
7356,Germany,Population total,2002,82488495,federal parliamentary republic,Full democracy,Europe
7357,Germany,GDP at market prices current US,2003,2510000000000,federal parliamentary republic,Full democracy,Europe
7358,Germany,GDP per capita current US,2003,30359,federal parliamentary republic,Full democracy,Europe
7359,Germany,Labor force total,2003,40657950,federal parliamentary republic,Full democracy,Europe
7360,Germany,Population growth annual pct,2003,0,federal parliamentary republic,Full democracy,Europe
7361,Germany,Population total,2003,82534176,federal parliamentary republic,Full democracy,Europe
7362,Germany,GDP at market prices current US,2004,2820000000000,federal parliamentary republic,Full democracy,Europe
7363,Germany,GDP per capita current US,2004,34165,federal parliamentary republic,Full democracy,Europe
7364,Germany,Labor force total,2004,40561155,federal parliamentary republic,Full democracy,Europe
7365,Germany,Population growth annual pct,2004,0,federal parliamentary republic,Full democracy,Europe
7366,Germany,Population total,2004,82516260,federal parliamentary republic,Full democracy,Europe
7367,Germany,GDP at market prices current US,2005,2860000000000,federal parliamentary republic,Full democracy,Europe
7368,Germany,GDP per capita current US,2005,34696,federal parliamentary republic,Full democracy,Europe
7369,Germany,Labor force total,2005,41260778,federal parliamentary republic,Full democracy,Europe
7370,Germany,Population growth annual pct,2005,0,federal parliamentary republic,Full democracy,Europe
7371,Germany,Population total,2005,82469422,federal parliamentary republic,Full democracy,Europe
7372,Germany,GDP at market prices current US,2006,3000000000000,federal parliamentary republic,Full democracy,Europe
7373,Germany,GDP per capita current US,2006,36447,federal parliamentary republic,Full democracy,Europe
7374,Germany,Labor force total,2006,41609392,federal parliamentary republic,Full democracy,Europe
7375,Germany,Population growth annual pct,2006,0,federal parliamentary republic,Full democracy,Europe
7376,Germany,Population total,2006,82376451,federal parliamentary republic,Full democracy,Europe
7377,Germany,GDP at market prices current US,2007,3440000000000,federal parliamentary republic,Full democracy,Europe
7378,Germany,GDP per capita current US,2007,41814,federal parliamentary republic,Full democracy,Europe
7379,Germany,Labor force total,2007,41888720,federal parliamentary republic,Full democracy,Europe
7380,Germany,Population growth annual pct,2007,0,federal parliamentary republic,Full democracy,Europe
7381,Germany,Population total,2007,82266372,federal parliamentary republic,Full democracy,Europe
7382,Germany,GDP at market prices current US,2008,3750000000000,federal parliamentary republic,Full democracy,Europe
7383,Germany,GDP per capita current US,2008,45699,federal parliamentary republic,Full democracy,Europe
7384,Germany,Labor force total,2008,41895711,federal parliamentary republic,Full democracy,Europe
7385,Germany,Population growth annual pct,2008,0,federal parliamentary republic,Full democracy,Europe
7386,Germany,Population total,2008,82110097,federal parliamentary republic,Full democracy,Europe
7387,Germany,GDP at market prices current US,2009,3420000000000,federal parliamentary republic,Full democracy,Europe
7388,Germany,GDP per capita current US,2009,41732,federal parliamentary republic,Full democracy,Europe
7389,Germany,Labor force total,2009,41956725,federal parliamentary republic,Full democracy,Europe
7390,Germany,Population growth annual pct,2009,0,federal parliamentary republic,Full democracy,Europe
7391,Germany,Population total,2009,81902307,federal parliamentary republic,Full democracy,Europe
7392,Germany,GDP at market prices current US,2010,3420000000000,federal parliamentary republic,Full democracy,Europe
7393,Germany,GDP per capita current US,2010,41785,federal parliamentary republic,Full democracy,Europe
7394,Germany,Labor force total,2010,42016390,federal parliamentary republic,Full democracy,Europe
7395,Germany,Population growth annual pct,2010,0,federal parliamentary republic,Full democracy,Europe
7396,Germany,Population total,2010,81776930,federal parliamentary republic,Full democracy,Europe
7397,Germany,GDP at market prices current US,2011,3760000000000,federal parliamentary republic,Full democracy,Europe
7398,Germany,GDP per capita current US,2011,46810,federal parliamentary republic,Full democracy,Europe
7399,Germany,Labor force total,2011,41699671,federal parliamentary republic,Full democracy,Europe
7400,Germany,Population growth annual pct,2011,-1,federal parliamentary republic,Full democracy,Europe
7401,Germany,Population total,2011,80274983,federal parliamentary republic,Full democracy,Europe
7402,Germany,GDP at market prices current US,2012,3540000000000,federal parliamentary republic,Full democracy,Europe
7403,Germany,GDP per capita current US,2012,44065,federal parliamentary republic,Full democracy,Europe
7404,Germany,Labor force total,2012,41807592,federal parliamentary republic,Full democracy,Europe
7405,Germany,Population growth annual pct,2012,0,federal parliamentary republic,Full democracy,Europe
7406,Germany,Population total,2012,80425823,federal parliamentary republic,Full democracy,Europe
7407,Germany,GDP at market prices current US,2013,3750000000000,federal parliamentary republic,Full democracy,Europe
7408,Germany,GDP per capita current US,2013,46530,federal parliamentary republic,Full democracy,Europe
7409,Germany,Labor force total,2013,42203910,federal parliamentary republic,Full democracy,Europe
7410,Germany,Population growth annual pct,2013,0,federal parliamentary republic,Full democracy,Europe
7411,Germany,Population total,2013,80645605,federal parliamentary republic,Full democracy,Europe
7412,Germany,GDP at market prices current US,2014,3890000000000,federal parliamentary republic,Full democracy,Europe
7413,Germany,GDP per capita current US,2014,48042,federal parliamentary republic,Full democracy,Europe
7414,Germany,Labor force total,2014,42457330,federal parliamentary republic,Full democracy,Europe
7415,Germany,Population growth annual pct,2014,0,federal parliamentary republic,Full democracy,Europe
7416,Germany,Population total,2014,80982500,federal parliamentary republic,Full democracy,Europe
7417,Germany,GDP at market prices current US,2015,3380000000000,federal parliamentary republic,Full democracy,Europe
7418,Germany,GDP per capita current US,2015,41323,federal parliamentary republic,Full democracy,Europe
7419,Germany,Labor force total,2015,42780604,federal parliamentary republic,Full democracy,Europe
7420,Germany,Population growth annual pct,2015,0,federal parliamentary republic,Full democracy,Europe
7421,Germany,Population total,2015,81686611,federal parliamentary republic,Full democracy,Europe
7422,Germany,GDP at market prices current US,2016,3480000000000,federal parliamentary republic,Full democracy,Europe
7423,Germany,GDP per capita current US,2016,42069,federal parliamentary republic,Full democracy,Europe
7424,Germany,Labor force total,2016,43462037,federal parliamentary republic,Full democracy,Europe
7425,Germany,Population growth annual pct,2016,1,federal parliamentary republic,Full democracy,Europe
7426,Germany,Population total,2016,82667685,federal parliamentary republic,Full democracy,Europe
7427,Greece,GDP at market prices current US,1970,13139862500,parliamentary republic,Flawed democracy,Europe
7428,Greece,GDP per capita current US,1970,1494,parliamentary republic,Flawed democracy,Europe
7429,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1970,0,parliamentary republic,Flawed democracy,Europe
7430,Greece,Government expenditure per tertiary student constant PPP,1970,0,parliamentary republic,Flawed democracy,Europe
7431,Greece,Government expenditure per tertiary student constant US,1970,0,parliamentary republic,Flawed democracy,Europe
7432,Greece,Government expenditure per tertiary student PPP,1970,0,parliamentary republic,Flawed democracy,Europe
7433,Greece,Government expenditure per tertiary student US,1970,0,parliamentary republic,Flawed democracy,Europe
7434,Greece,Labor force total,1970,0,parliamentary republic,Flawed democracy,Europe
7435,Greece,Population growth annual pct,1970,0,parliamentary republic,Flawed democracy,Europe
7436,Greece,Population total,1970,8792806,parliamentary republic,Flawed democracy,Europe
7437,Greece,GDP at market prices current US,1971,14591755682,parliamentary republic,Flawed democracy,Europe
7438,Greece,GDP per capita current US,1971,1652,parliamentary republic,Flawed democracy,Europe
7439,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1971,0,parliamentary republic,Flawed democracy,Europe
7440,Greece,Government expenditure per tertiary student constant PPP,1971,0,parliamentary republic,Flawed democracy,Europe
7441,Greece,Government expenditure per tertiary student constant US,1971,0,parliamentary republic,Flawed democracy,Europe
7442,Greece,Government expenditure per tertiary student PPP,1971,0,parliamentary republic,Flawed democracy,Europe
7443,Greece,Government expenditure per tertiary student US,1971,0,parliamentary republic,Flawed democracy,Europe
7444,Greece,Labor force total,1971,0,parliamentary republic,Flawed democracy,Europe
7445,Greece,Population growth annual pct,1971,0,parliamentary republic,Flawed democracy,Europe
7446,Greece,Population total,1971,8831036,parliamentary republic,Flawed democracy,Europe
7447,Greece,GDP at market prices current US,1972,16885506818,parliamentary republic,Flawed democracy,Europe
7448,Greece,GDP per capita current US,1972,1899,parliamentary republic,Flawed democracy,Europe
7449,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1972,0,parliamentary republic,Flawed democracy,Europe
7450,Greece,Government expenditure per tertiary student constant PPP,1972,0,parliamentary republic,Flawed democracy,Europe
7451,Greece,Government expenditure per tertiary student constant US,1972,0,parliamentary republic,Flawed democracy,Europe
7452,Greece,Government expenditure per tertiary student PPP,1972,0,parliamentary republic,Flawed democracy,Europe
7453,Greece,Government expenditure per tertiary student US,1972,0,parliamentary republic,Flawed democracy,Europe
7454,Greece,Labor force total,1972,0,parliamentary republic,Flawed democracy,Europe
7455,Greece,Population growth annual pct,1972,0,parliamentary republic,Flawed democracy,Europe
7456,Greece,Population total,1972,8888628,parliamentary republic,Flawed democracy,Europe
7457,Greece,GDP at market prices current US,1973,22347844649,parliamentary republic,Flawed democracy,Europe
7458,Greece,GDP per capita current US,1973,2502,parliamentary republic,Flawed democracy,Europe
7459,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1973,0,parliamentary republic,Flawed democracy,Europe
7460,Greece,Government expenditure per tertiary student constant PPP,1973,0,parliamentary republic,Flawed democracy,Europe
7461,Greece,Government expenditure per tertiary student constant US,1973,0,parliamentary republic,Flawed democracy,Europe
7462,Greece,Government expenditure per tertiary student PPP,1973,0,parliamentary republic,Flawed democracy,Europe
7463,Greece,Government expenditure per tertiary student US,1973,0,parliamentary republic,Flawed democracy,Europe
7464,Greece,Labor force total,1973,0,parliamentary republic,Flawed democracy,Europe
7465,Greece,Population growth annual pct,1973,0,parliamentary republic,Flawed democracy,Europe
7466,Greece,Population total,1973,8929086,parliamentary republic,Flawed democracy,Europe
7467,Greece,GDP at market prices current US,1974,25351305682,parliamentary republic,Flawed democracy,Europe
7468,Greece,GDP per capita current US,1974,2828,parliamentary republic,Flawed democracy,Europe
7469,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1974,0,parliamentary republic,Flawed democracy,Europe
7470,Greece,Government expenditure per tertiary student constant PPP,1974,0,parliamentary republic,Flawed democracy,Europe
7471,Greece,Government expenditure per tertiary student constant US,1974,0,parliamentary republic,Flawed democracy,Europe
7472,Greece,Government expenditure per tertiary student PPP,1974,0,parliamentary republic,Flawed democracy,Europe
7473,Greece,Government expenditure per tertiary student US,1974,0,parliamentary republic,Flawed democracy,Europe
7474,Greece,Labor force total,1974,0,parliamentary republic,Flawed democracy,Europe
7475,Greece,Population growth annual pct,1974,0,parliamentary republic,Flawed democracy,Europe
7476,Greece,Population total,1974,8962022,parliamentary republic,Flawed democracy,Europe
7477,Greece,GDP at market prices current US,1975,28525872476,parliamentary republic,Flawed democracy,Europe
7478,Greece,GDP per capita current US,1975,3153,parliamentary republic,Flawed democracy,Europe
7479,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1975,0,parliamentary republic,Flawed democracy,Europe
7480,Greece,Government expenditure per tertiary student constant PPP,1975,0,parliamentary republic,Flawed democracy,Europe
7481,Greece,Government expenditure per tertiary student constant US,1975,0,parliamentary republic,Flawed democracy,Europe
7482,Greece,Government expenditure per tertiary student PPP,1975,0,parliamentary republic,Flawed democracy,Europe
7483,Greece,Government expenditure per tertiary student US,1975,0,parliamentary republic,Flawed democracy,Europe
7484,Greece,Labor force total,1975,0,parliamentary republic,Flawed democracy,Europe
7485,Greece,Population growth annual pct,1975,0,parliamentary republic,Flawed democracy,Europe
7486,Greece,Population total,1975,9046541,parliamentary republic,Flawed democracy,Europe
7487,Greece,GDP at market prices current US,1976,31152840485,parliamentary republic,Flawed democracy,Europe
7488,Greece,GDP per capita current US,1976,3390,parliamentary republic,Flawed democracy,Europe
7489,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1976,0,parliamentary republic,Flawed democracy,Europe
7490,Greece,Government expenditure per tertiary student constant PPP,1976,0,parliamentary republic,Flawed democracy,Europe
7491,Greece,Government expenditure per tertiary student constant US,1976,0,parliamentary republic,Flawed democracy,Europe
7492,Greece,Government expenditure per tertiary student PPP,1976,0,parliamentary republic,Flawed democracy,Europe
7493,Greece,Government expenditure per tertiary student US,1976,0,parliamentary republic,Flawed democracy,Europe
7494,Greece,Labor force total,1976,0,parliamentary republic,Flawed democracy,Europe
7495,Greece,Population growth annual pct,1976,1,parliamentary republic,Flawed democracy,Europe
7496,Greece,Population total,1976,9188150,parliamentary republic,Flawed democracy,Europe
7497,Greece,GDP at market prices current US,1977,36176233117,parliamentary republic,Flawed democracy,Europe
7498,Greece,GDP per capita current US,1977,3886,parliamentary republic,Flawed democracy,Europe
7499,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1977,0,parliamentary republic,Flawed democracy,Europe
7500,Greece,Government expenditure per tertiary student constant PPP,1977,0,parliamentary republic,Flawed democracy,Europe
7501,Greece,Government expenditure per tertiary student constant US,1977,0,parliamentary republic,Flawed democracy,Europe
7502,Greece,Government expenditure per tertiary student PPP,1977,0,parliamentary republic,Flawed democracy,Europe
7503,Greece,Government expenditure per tertiary student US,1977,0,parliamentary republic,Flawed democracy,Europe
7504,Greece,Labor force total,1977,0,parliamentary republic,Flawed democracy,Europe
7505,Greece,Population growth annual pct,1977,1,parliamentary republic,Flawed democracy,Europe
7506,Greece,Population total,1977,9308479,parliamentary republic,Flawed democracy,Europe
7507,Greece,GDP at market prices current US,1978,44270203154,parliamentary republic,Flawed democracy,Europe
7508,Greece,GDP per capita current US,1978,4694,parliamentary republic,Flawed democracy,Europe
7509,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1978,0,parliamentary republic,Flawed democracy,Europe
7510,Greece,Government expenditure per tertiary student constant PPP,1978,0,parliamentary republic,Flawed democracy,Europe
7511,Greece,Government expenditure per tertiary student constant US,1978,0,parliamentary republic,Flawed democracy,Europe
7512,Greece,Government expenditure per tertiary student PPP,1978,0,parliamentary republic,Flawed democracy,Europe
7513,Greece,Government expenditure per tertiary student US,1978,0,parliamentary republic,Flawed democracy,Europe
7514,Greece,Labor force total,1978,0,parliamentary republic,Flawed democracy,Europe
7515,Greece,Population growth annual pct,1978,1,parliamentary republic,Flawed democracy,Europe
7516,Greece,Population total,1978,9429959,parliamentary republic,Flawed democracy,Europe
7517,Greece,GDP at market prices current US,1979,54481875805,parliamentary republic,Flawed democracy,Europe
7518,Greece,GDP per capita current US,1979,5705,parliamentary republic,Flawed democracy,Europe
7519,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1979,0,parliamentary republic,Flawed democracy,Europe
7520,Greece,Government expenditure per tertiary student constant PPP,1979,0,parliamentary republic,Flawed democracy,Europe
7521,Greece,Government expenditure per tertiary student constant US,1979,0,parliamentary republic,Flawed democracy,Europe
7522,Greece,Government expenditure per tertiary student PPP,1979,0,parliamentary republic,Flawed democracy,Europe
7523,Greece,Government expenditure per tertiary student US,1979,0,parliamentary republic,Flawed democracy,Europe
7524,Greece,Labor force total,1979,0,parliamentary republic,Flawed democracy,Europe
7525,Greece,Population growth annual pct,1979,1,parliamentary republic,Flawed democracy,Europe
7526,Greece,Population total,1979,9548258,parliamentary republic,Flawed democracy,Europe
7527,Greece,GDP at market prices current US,1980,56829663469,parliamentary republic,Flawed democracy,Europe
7528,Greece,GDP per capita current US,1980,5893,parliamentary republic,Flawed democracy,Europe
7529,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1980,0,parliamentary republic,Flawed democracy,Europe
7530,Greece,Government expenditure per tertiary student constant PPP,1980,0,parliamentary republic,Flawed democracy,Europe
7531,Greece,Government expenditure per tertiary student constant US,1980,0,parliamentary republic,Flawed democracy,Europe
7532,Greece,Government expenditure per tertiary student PPP,1980,0,parliamentary republic,Flawed democracy,Europe
7533,Greece,Government expenditure per tertiary student US,1980,0,parliamentary republic,Flawed democracy,Europe
7534,Greece,Labor force total,1980,0,parliamentary republic,Flawed democracy,Europe
7535,Greece,Population growth annual pct,1980,0,parliamentary republic,Flawed democracy,Europe
7536,Greece,Population total,1980,9642505,parliamentary republic,Flawed democracy,Europe
7537,Greece,GDP at market prices current US,1981,52346507380,parliamentary republic,Flawed democracy,Europe
7538,Greece,GDP per capita current US,1981,5380,parliamentary republic,Flawed democracy,Europe
7539,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1981,0,parliamentary republic,Flawed democracy,Europe
7540,Greece,Government expenditure per tertiary student constant PPP,1981,0,parliamentary republic,Flawed democracy,Europe
7541,Greece,Government expenditure per tertiary student constant US,1981,0,parliamentary republic,Flawed democracy,Europe
7542,Greece,Government expenditure per tertiary student PPP,1981,0,parliamentary republic,Flawed democracy,Europe
7543,Greece,Government expenditure per tertiary student US,1981,0,parliamentary republic,Flawed democracy,Europe
7544,Greece,Labor force total,1981,0,parliamentary republic,Flawed democracy,Europe
7545,Greece,Population growth annual pct,1981,0,parliamentary republic,Flawed democracy,Europe
7546,Greece,Population total,1981,9729350,parliamentary republic,Flawed democracy,Europe
7547,Greece,GDP at market prices current US,1982,54617991327,parliamentary republic,Flawed democracy,Europe
7548,Greece,GDP per capita current US,1982,5579,parliamentary republic,Flawed democracy,Europe
7549,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1982,0,parliamentary republic,Flawed democracy,Europe
7550,Greece,Government expenditure per tertiary student constant PPP,1982,0,parliamentary republic,Flawed democracy,Europe
7551,Greece,Government expenditure per tertiary student constant US,1982,0,parliamentary republic,Flawed democracy,Europe
7552,Greece,Government expenditure per tertiary student PPP,1982,0,parliamentary republic,Flawed democracy,Europe
7553,Greece,Government expenditure per tertiary student US,1982,0,parliamentary republic,Flawed democracy,Europe
7554,Greece,Labor force total,1982,0,parliamentary republic,Flawed democracy,Europe
7555,Greece,Population growth annual pct,1982,0,parliamentary republic,Flawed democracy,Europe
7556,Greece,Population total,1982,9789513,parliamentary republic,Flawed democracy,Europe
7557,Greece,GDP at market prices current US,1983,49428872678,parliamentary republic,Flawed democracy,Europe
7558,Greece,GDP per capita current US,1983,5019,parliamentary republic,Flawed democracy,Europe
7559,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1983,0,parliamentary republic,Flawed democracy,Europe
7560,Greece,Government expenditure per tertiary student constant PPP,1983,0,parliamentary republic,Flawed democracy,Europe
7561,Greece,Government expenditure per tertiary student constant US,1983,0,parliamentary republic,Flawed democracy,Europe
7562,Greece,Government expenditure per tertiary student PPP,1983,0,parliamentary republic,Flawed democracy,Europe
7563,Greece,Government expenditure per tertiary student US,1983,0,parliamentary republic,Flawed democracy,Europe
7564,Greece,Labor force total,1983,0,parliamentary republic,Flawed democracy,Europe
7565,Greece,Population growth annual pct,1983,0,parliamentary republic,Flawed democracy,Europe
7566,Greece,Population total,1983,9846627,parliamentary republic,Flawed democracy,Europe
7567,Greece,GDP at market prices current US,1984,48020024788,parliamentary republic,Flawed democracy,Europe
7568,Greece,GDP per capita current US,1984,4852,parliamentary republic,Flawed democracy,Europe
7569,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1984,0,parliamentary republic,Flawed democracy,Europe
7570,Greece,Government expenditure per tertiary student constant PPP,1984,0,parliamentary republic,Flawed democracy,Europe
7571,Greece,Government expenditure per tertiary student constant US,1984,0,parliamentary republic,Flawed democracy,Europe
7572,Greece,Government expenditure per tertiary student PPP,1984,0,parliamentary republic,Flawed democracy,Europe
7573,Greece,Government expenditure per tertiary student US,1984,0,parliamentary republic,Flawed democracy,Europe
7574,Greece,Labor force total,1984,0,parliamentary republic,Flawed democracy,Europe
7575,Greece,Population growth annual pct,1984,0,parliamentary republic,Flawed democracy,Europe
7576,Greece,Population total,1984,9895801,parliamentary republic,Flawed democracy,Europe
7577,Greece,GDP at market prices current US,1985,47820850975,parliamentary republic,Flawed democracy,Europe
7578,Greece,GDP per capita current US,1985,4813,parliamentary republic,Flawed democracy,Europe
7579,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1985,0,parliamentary republic,Flawed democracy,Europe
7580,Greece,Government expenditure per tertiary student constant PPP,1985,0,parliamentary republic,Flawed democracy,Europe
7581,Greece,Government expenditure per tertiary student constant US,1985,0,parliamentary republic,Flawed democracy,Europe
7582,Greece,Government expenditure per tertiary student PPP,1985,0,parliamentary republic,Flawed democracy,Europe
7583,Greece,Government expenditure per tertiary student US,1985,0,parliamentary republic,Flawed democracy,Europe
7584,Greece,Labor force total,1985,0,parliamentary republic,Flawed democracy,Europe
7585,Greece,Population growth annual pct,1985,0,parliamentary republic,Flawed democracy,Europe
7586,Greece,Population total,1985,9934300,parliamentary republic,Flawed democracy,Europe
7587,Greece,GDP at market prices current US,1986,56379593720,parliamentary republic,Flawed democracy,Europe
7588,Greece,GDP per capita current US,1986,5656,parliamentary republic,Flawed democracy,Europe
7589,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1986,0,parliamentary republic,Flawed democracy,Europe
7590,Greece,Government expenditure per tertiary student constant PPP,1986,0,parliamentary republic,Flawed democracy,Europe
7591,Greece,Government expenditure per tertiary student constant US,1986,0,parliamentary republic,Flawed democracy,Europe
7592,Greece,Government expenditure per tertiary student PPP,1986,0,parliamentary republic,Flawed democracy,Europe
7593,Greece,Government expenditure per tertiary student US,1986,0,parliamentary republic,Flawed democracy,Europe
7594,Greece,Labor force total,1986,0,parliamentary republic,Flawed democracy,Europe
7595,Greece,Population growth annual pct,1986,0,parliamentary republic,Flawed democracy,Europe
7596,Greece,Population total,1986,9967213,parliamentary republic,Flawed democracy,Europe
7597,Greece,GDP at market prices current US,1987,65652751132,parliamentary republic,Flawed democracy,Europe
7598,Greece,GDP per capita current US,1987,6564,parliamentary republic,Flawed democracy,Europe
7599,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1987,0,parliamentary republic,Flawed democracy,Europe
7600,Greece,Government expenditure per tertiary student constant PPP,1987,0,parliamentary republic,Flawed democracy,Europe
7601,Greece,Government expenditure per tertiary student constant US,1987,0,parliamentary republic,Flawed democracy,Europe
7602,Greece,Government expenditure per tertiary student PPP,1987,0,parliamentary republic,Flawed democracy,Europe
7603,Greece,Government expenditure per tertiary student US,1987,0,parliamentary republic,Flawed democracy,Europe
7604,Greece,Labor force total,1987,0,parliamentary republic,Flawed democracy,Europe
7605,Greece,Population growth annual pct,1987,0,parliamentary republic,Flawed democracy,Europe
7606,Greece,Population total,1987,10000595,parliamentary republic,Flawed democracy,Europe
7607,Greece,GDP at market prices current US,1988,76261278405,parliamentary republic,Flawed democracy,Europe
7608,Greece,GDP per capita current US,1988,7598,parliamentary republic,Flawed democracy,Europe
7609,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1988,0,parliamentary republic,Flawed democracy,Europe
7610,Greece,Government expenditure per tertiary student constant PPP,1988,0,parliamentary republic,Flawed democracy,Europe
7611,Greece,Government expenditure per tertiary student constant US,1988,0,parliamentary republic,Flawed democracy,Europe
7612,Greece,Government expenditure per tertiary student PPP,1988,0,parliamentary republic,Flawed democracy,Europe
7613,Greece,Government expenditure per tertiary student US,1988,0,parliamentary republic,Flawed democracy,Europe
7614,Greece,Labor force total,1988,0,parliamentary republic,Flawed democracy,Europe
7615,Greece,Population growth annual pct,1988,0,parliamentary republic,Flawed democracy,Europe
7616,Greece,Population total,1988,10036983,parliamentary republic,Flawed democracy,Europe
7617,Greece,GDP at market prices current US,1989,79169043642,parliamentary republic,Flawed democracy,Europe
7618,Greece,GDP per capita current US,1989,7846,parliamentary republic,Flawed democracy,Europe
7619,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1989,0,parliamentary republic,Flawed democracy,Europe
7620,Greece,Government expenditure per tertiary student constant PPP,1989,0,parliamentary republic,Flawed democracy,Europe
7621,Greece,Government expenditure per tertiary student constant US,1989,0,parliamentary republic,Flawed democracy,Europe
7622,Greece,Government expenditure per tertiary student PPP,1989,0,parliamentary republic,Flawed democracy,Europe
7623,Greece,Government expenditure per tertiary student US,1989,0,parliamentary republic,Flawed democracy,Europe
7624,Greece,Labor force total,1989,0,parliamentary republic,Flawed democracy,Europe
7625,Greece,Population growth annual pct,1989,0,parliamentary republic,Flawed democracy,Europe
7626,Greece,Population total,1989,10089498,parliamentary republic,Flawed democracy,Europe
7627,Greece,GDP at market prices current US,1990,97891090929,parliamentary republic,Flawed democracy,Europe
7628,Greece,GDP per capita current US,1990,9600,parliamentary republic,Flawed democracy,Europe
7629,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1990,0,parliamentary republic,Flawed democracy,Europe
7630,Greece,Government expenditure per tertiary student constant PPP,1990,0,parliamentary republic,Flawed democracy,Europe
7631,Greece,Government expenditure per tertiary student constant US,1990,0,parliamentary republic,Flawed democracy,Europe
7632,Greece,Government expenditure per tertiary student PPP,1990,0,parliamentary republic,Flawed democracy,Europe
7633,Greece,Government expenditure per tertiary student US,1990,0,parliamentary republic,Flawed democracy,Europe
7634,Greece,Labor force total,1990,4198294,parliamentary republic,Flawed democracy,Europe
7635,Greece,Population growth annual pct,1990,1,parliamentary republic,Flawed democracy,Europe
7636,Greece,Population total,1990,10196792,parliamentary republic,Flawed democracy,Europe
7637,Greece,GDP at market prices current US,1991,105000000000,parliamentary republic,Flawed democracy,Europe
7638,Greece,GDP per capita current US,1991,10188,parliamentary republic,Flawed democracy,Europe
7639,Greece,Government expenditure per tertiary student as pct of GDP per capita pct,1991,0,parliamentary republic,Flawed democracy,Europe
7640,Greece,Government expenditure per tertiary student constant PPP,1991,0,parliamentary republic,Flawed democracy,Europe
7641,Greece,Government expenditure per tertiary student constant US,1991,0,parliamentary republic,Flawed democracy,Europe
7642,Greece,Government expenditure per tertiary student PPP,1991,0,parliamentary republic,Flawed democracy,Europe
7643,Greece,Government expenditure per tertiary student US,1991,0,parliamentary republic,Flawed democracy,Europe
7644,Greece,Labor force total,1991,4163459,parliamentary republic,Flawed democracy,Europe
7645,Greece,Population growth annual pct,1991,1,parliamentary republic,Flawed democracy,Europe
7646,Greece,Population total,1991,10319927,parliamentary republic,Flawed democracy,Europe
7647,Greece,GDP at market prices current US,1992,116000000000,parliamentary republic,Flawed democracy,Europe
